holeid,from,to,Code,Code_Long,Code_Description
TS040,240.79,242.32,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
TS040,242.32,242.71,TSSX,Tom Massive Sulphides,Tom Massive Sulphides; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures
TS040,242.71,243.84,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
TS040,243.84,245.36,TSFM,Tom Footwall Mineralization,"Tom Footwall Mineralization; catch-all term for irregular mineralization that typically underlies the massive sulphide or pink facies at Tom; breccia, veining, to laminated sphalerite and or galena and or pyrite"
TS041,48.65,49.83,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,49.83,51.36,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,51.36,52.73,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,52.73,53.61,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,53.61,54.13,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,54.13,54.86,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,54.86,56.39,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,56.39,57.91,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,57.91,59.44,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,59.44,59.83,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,59.83,60.23,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS041,60.23,60.96,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS042,66.45,67.67,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,67.67,67.7,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,67.7,68.58,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,68.58,70.1,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,70.1,70.65,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,70.65,71.38,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,71.38,71.63,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,71.63,73.15,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,73.15,74.68,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,74.68,76.2,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,76.2,77.72,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,77.72,79.25,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,79.25,79.74,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,79.74,80.77,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,80.77,82.3,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,82.3,83.82,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,83.82,85.34,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,85.34,86.87,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,86.87,87.2,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,87.2,88.39,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,88.39,88.82,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,88.82,89.34,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,89.34,89.92,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,89.92,91.44,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,91.44,92.51,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,92.51,93.12,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,93.12,93.73,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,93.73,94.18,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,94.18,94.49,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,94.49,94.85,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,94.85,95.37,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,95.37,96.01,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,96.01,96.96,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,96.96,97.54,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,97.54,99.06,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,99.06,100.52,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,100.52,100.92,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,100.92,102.11,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,102.11,103.63,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,103.63,105.16,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,105.16,105.37,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS042,105.37,105.7,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,116.8,117.9,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,117.9,118.87,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,118.87,120.4,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,120.4,121.92,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,121.92,123.44,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,123.44,124.97,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,124.97,126.49,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,126.49,126.89,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,126.89,128.02,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,128.02,128.63,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,128.63,129.54,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,129.54,131.06,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,131.06,132.59,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,132.59,133.59,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,133.59,135.12,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,135.12,136.4,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,136.4,137.16,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,137.16,138.68,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS043,138.68,139.29,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,120.91,121.19,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,121.19,121.92,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,121.92,122.32,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,122.32,123.14,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,123.14,124.42,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,124.42,125.03,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,125.03,126.07,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,126.07,127.35,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,127.35,128.35,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,128.35,129.75,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,129.75,130.45,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,130.45,131.67,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,131.67,133.2,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,133.2,133.84,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,133.84,134.72,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,134.72,135.36,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,135.36,136.25,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,136.25,137.16,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,137.16,137.46,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,137.46,138.07,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,138.07,138.68,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,138.68,139.14,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS047,139.14,139.9,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS048,140.88,141.88,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS048,141.88,143.41,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS048,143.41,143.84,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS048,143.84,144.32,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS048,144.32,145.683,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS049,224.64,224.82,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS054,260.24,260.97,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS054,260.97,261.37,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS054,261.37,262.49,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS054,262.49,263.04,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS054,269.75,270.42,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS054,270.42,270.66,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS054,270.66,271.27,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS055,217.75,218.276,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS055,218.276,218.36,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS055,218.36,219.46,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS055,219.46,219.85,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS055,220.98,221.99,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS055,221.99,222.5,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS055,222.5,223.51,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS055,223.51,224.03,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS058,161.27,162.64,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS058,162.64,162.817,TELW,Tom East Laminated West Limb,"Tom East Laminated Sulphides; synform west limb; laminated red to pink to cream colour sphalerite, galena, pyrite, cherty mudstone, and barite"
TS058,162.817,163.74,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,163.74,164.59,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,164.59,165.45,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,165.45,166.85,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,166.85,168.25,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,168.25,168.55,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,168.55,170.08,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,170.08,171.24,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,171.24,172.76,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,172.76,174.25,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,174.25,175.26,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,175.26,176.69,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,176.69,177.52,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,177.52,178.58,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,178.58,179.83,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,179.83,181.36,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,181.36,182.88,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,182.88,184.4,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,184.4,185.93,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,185.93,187.45,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,187.45,188.58,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,188.58,188.98,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,188.98,189.13,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,189.13,190.5,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,190.5,191.29,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,191.29,192.82,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,192.82,193.52,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS058,199.03,199.8,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS058,199.8,201.32,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS058,201.32,202.63,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS058,202.63,203.61,TESE,Tom East Stratiform East Limb,Tom East Stratiform Sulphides; synform east limb; laminated to massive sphalerite-galena-pyrite
TS062,246.89,248.41,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
TS062,248.41,249.94,TEMW,Tom East Massive West Limb,"Tom East Massive Sulphides;  synform west limb; massive sphalerite-galena-pyrite greater than fifty percent with some laminated textures, local pyrrhotite"
